setting,scale,ratio,checkpoint_kind,snr,metric1_changed_pred_B_acc,metric2_changed_pred_A_acc,metric3_unchanged_pred_A_acc
scale_100pct_ratio_10pct,100,10,best,30,4.6,90.5,96.2
scale_100pct_ratio_10pct,100,10,best,25,4.2,90.4,95.2
scale_100pct_ratio_10pct,100,10,best,20,3.7,89.9,93.4
scale_100pct_ratio_10pct,100,10,best,15,3.7,88.1,89.9
scale_100pct_ratio_10pct,100,10,best,10,4.6,83.1,84.0
scale_100pct_ratio_10pct,100,10,best,8,5.2,79.9,80.6
scale_100pct_ratio_10pct,100,10,best,6,6.0,76.2,76.2
scale_100pct_ratio_10pct,100,10,best,4,7.1,70.6,70.9
scale_100pct_ratio_10pct,100,10,best,2,8.4,63.9,64.1
scale_100pct_ratio_10pct,100,10,best,0,9.8,55.6,55.9
scale_100pct_ratio_10pct,100,10,last,50,98.7,1.1,99.9
scale_100pct_ratio_10pct,100,10,last,45,93.3,5.4,99.7
scale_100pct_ratio_10pct,100,10,last,40,78.8,17.3,99.2
scale_100pct_ratio_10pct,100,10,last,30,34.1,56.2,96.3
scale_100pct_ratio_10pct,100,10,last,25,19.0,69.9,93.7
scale_100pct_ratio_10pct,100,10,last,20,10.6,77.4,90.0
scale_100pct_ratio_10pct,100,10,last,15,7.2,79.2,85.0
scale_100pct_ratio_10pct,100,10,last,10,7.0,75.5,77.9
scale_100pct_ratio_10pct,100,10,last,8,7.1,72.6,73.9
scale_100pct_ratio_10pct,100,10,last,6,7.9,68.6,69.1
scale_100pct_ratio_10pct,100,10,last,4,9.1,62.7,63.4
scale_100pct_ratio_10pct,100,10,last,2,10.3,56.5,56.3
scale_100pct_ratio_10pct,100,10,last,0,11.7,47.9,48.1
scale_100pct_ratio_20pct,100,20,best,50,3.3,91.7,95.4
scale_100pct_ratio_20pct,100,20,best,45,3.2,91.6,95.3
scale_100pct_ratio_20pct,100,20,best,40,3.2,91.6,95.2
scale_100pct_ratio_20pct,100,20,best,30,3.0,91.4,94.5
scale_100pct_ratio_20pct,100,20,best,25,2.9,91.1,93.7
scale_100pct_ratio_20pct,100,20,best,20,2.9,90.3,92.2
scale_100pct_ratio_20pct,100,20,best,15,3.2,88.0,89.3
scale_100pct_ratio_20pct,100,20,best,10,4.1,83.2,84.0
scale_100pct_ratio_20pct,100,20,best,8,4.8,80.1,80.8
scale_100pct_ratio_20pct,100,20,best,6,5.5,76.3,76.8
scale_100pct_ratio_20pct,100,20,best,4,6.6,71.1,71.7
scale_100pct_ratio_20pct,100,20,best,2,8.0,64.8,65.1
scale_100pct_ratio_20pct,100,20,best,0,9.6,56.5,56.5
scale_100pct_ratio_20pct,100,20,last,50,96.6,2.0,99.8
scale_100pct_ratio_20pct,100,20,last,45,86.4,7.9,99.0
scale_100pct_ratio_20pct,100,20,last,40,67.5,20.0,97.3
scale_100pct_ratio_20pct,100,20,last,30,29.1,50.0,90.6
scale_100pct_ratio_20pct,100,20,last,25,18.4,61.0,86.5
scale_100pct_ratio_20pct,100,20,last,20,12.2,67.4,82.1
scale_100pct_ratio_20pct,100,20,last,15,9.3,69.6,76.6
scale_100pct_ratio_20pct,100,20,last,10,9.0,66.2,68.7
scale_100pct_ratio_20pct,100,20,last,8,9.4,62.8,64.8
scale_100pct_ratio_20pct,100,20,last,6,10.2,58.1,59.5
scale_100pct_ratio_20pct,100,20,last,4,11.1,52.3,53.1
scale_100pct_ratio_20pct,100,20,last,2,11.8,44.1,44.7
scale_100pct_ratio_20pct,100,20,last,0,11.7,33.8,34.0
scale_100pct_ratio_30pct,100,30,best,50,92.2,2.9,98.8
scale_100pct_ratio_30pct,100,30,best,45,79.1,8.4,96.6
scale_100pct_ratio_30pct,100,30,best,40,59.6,18.3,92.7
scale_100pct_ratio_30pct,100,30,best,30,27.3,42.0,81.9
scale_100pct_ratio_30pct,100,30,best,25,18.7,51.7,77.0
scale_100pct_ratio_30pct,100,30,best,20,13.5,58.2,72.2
scale_100pct_ratio_30pct,100,30,best,15,11.2,60.5,67.0
scale_100pct_ratio_30pct,100,30,best,10,11.0,57.1,59.4
scale_100pct_ratio_30pct,100,30,best,8,11.7,53.9,55.3
scale_100pct_ratio_30pct,100,30,best,6,12.6,49.5,50.3
scale_100pct_ratio_30pct,100,30,best,4,13.8,43.6,44.1
scale_100pct_ratio_30pct,100,30,best,2,15.4,36.7,36.7
scale_100pct_ratio_30pct,100,30,best,0,16.4,29.2,29.2
scale_100pct_ratio_30pct,100,30,last,50,93.1,2.9,99.1
scale_100pct_ratio_30pct,100,30,last,45,79.0,9.2,97.0
scale_100pct_ratio_30pct,100,30,last,40,59.1,19.5,93.3
scale_100pct_ratio_30pct,100,30,last,30,27.0,43.2,82.7
scale_100pct_ratio_30pct,100,30,last,25,18.4,52.7,77.7
scale_100pct_ratio_30pct,100,30,last,20,13.4,59.0,72.8
scale_100pct_ratio_30pct,100,30,last,15,11.2,60.8,67.4
scale_100pct_ratio_30pct,100,30,last,10,11.0,57.3,59.6
scale_100pct_ratio_30pct,100,30,last,8,11.6,54.0,55.4
scale_100pct_ratio_30pct,100,30,last,6,12.7,49.4,50.3
scale_100pct_ratio_30pct,100,30,last,4,13.8,43.5,44.1
scale_100pct_ratio_30pct,100,30,last,2,15.3,36.8,36.8
scale_100pct_ratio_30pct,100,30,last,0,16.2,29.3,29.4
scale_100pct_ratio_40pct,100,40,best,50,90.3,2.8,97.7
scale_100pct_ratio_40pct,100,40,best,45,76.3,7.7,94.2
scale_100pct_ratio_40pct,100,40,best,40,58.7,15.6,88.6
scale_100pct_ratio_40pct,100,40,best,30,28.7,36.4,75.0
scale_100pct_ratio_40pct,100,40,best,25,20.4,44.5,68.7
scale_100pct_ratio_40pct,100,40,best,20,15.8,49.7,62.9
scale_100pct_ratio_40pct,100,40,best,15,13.2,51.9,57.7
scale_100pct_ratio_40pct,100,40,best,10,12.7,50.1,52.1
scale_100pct_ratio_40pct,100,40,best,8,13.0,47.9,49.2
scale_100pct_ratio_40pct,100,40,best,6,13.3,45.3,46.2
scale_100pct_ratio_40pct,100,40,best,4,13.6,42.0,42.1
scale_100pct_ratio_40pct,100,40,best,2,13.8,37.7,37.5
scale_100pct_ratio_40pct,100,40,best,0,13.8,31.9,31.9
scale_100pct_ratio_40pct,100,40,last,50,91.3,2.9,98.2
scale_100pct_ratio_40pct,100,40,last,45,76.5,8.3,94.8
scale_100pct_ratio_40pct,100,40,last,40,58.3,16.6,89.4
scale_100pct_ratio_40pct,100,40,last,30,28.3,37.5,75.9
scale_100pct_ratio_40pct,100,40,last,25,20.1,45.6,69.5
scale_100pct_ratio_40pct,100,40,last,20,15.6,50.6,63.6
scale_100pct_ratio_40pct,100,40,last,15,13.0,52.6,58.3
scale_100pct_ratio_40pct,100,40,last,10,12.6,50.4,52.5
scale_100pct_ratio_40pct,100,40,last,8,12.9,48.2,49.6
scale_100pct_ratio_40pct,100,40,last,6,13.2,45.7,46.5
scale_100pct_ratio_40pct,100,40,last,4,13.6,42.3,42.5
scale_100pct_ratio_40pct,100,40,last,2,14.1,37.9,37.8
scale_100pct_ratio_40pct,100,40,last,0,14.1,32.2,32.3
scale_100pct_ratio_50pct,100,50,best,50,9.0,82.5,96.3
scale_100pct_ratio_50pct,100,50,best,45,8.9,82.6,96.2
scale_100pct_ratio_50pct,100,50,best,40,8.6,82.8,95.9
scale_100pct_ratio_50pct,100,50,best,30,7.4,83.5,94.0
scale_100pct_ratio_50pct,100,50,best,25,6.6,83.3,91.9
scale_100pct_ratio_50pct,100,50,best,20,6.2,81.4,87.4
scale_100pct_ratio_50pct,100,50,best,15,6.9,75.3,78.6
scale_100pct_ratio_50pct,100,50,best,10,9.4,62.6,64.0
scale_100pct_ratio_50pct,100,50,best,8,10.9,56.4,57.3
scale_100pct_ratio_50pct,100,50,best,6,12.3,50.3,51.0
scale_100pct_ratio_50pct,100,50,best,4,13.6,44.9,45.3
scale_100pct_ratio_50pct,100,50,best,2,14.7,40.8,40.8
scale_100pct_ratio_50pct,100,50,best,0,15.6,37.5,37.7
scale_100pct_ratio_50pct,100,50,last,50,97.7,0.2,99.7
scale_100pct_ratio_50pct,100,50,last,45,92.0,0.7,98.3
scale_100pct_ratio_50pct,100,50,last,40,79.0,2.1,94.2
scale_100pct_ratio_50pct,100,50,last,30,44.0,11.7,75.3
scale_100pct_ratio_50pct,100,50,last,25,31.4,19.7,64.0
scale_100pct_ratio_50pct,100,50,last,20,23.1,28.3,53.5
scale_100pct_ratio_50pct,100,50,last,15,18.4,33.5,44.0
scale_100pct_ratio_50pct,100,50,last,10,17.6,30.3,32.8
scale_100pct_ratio_50pct,100,50,last,8,18.3,26.6,27.8
scale_100pct_ratio_50pct,100,50,last,6,19.0,22.5,23.1
scale_100pct_ratio_50pct,100,50,last,4,19.4,19.4,19.5
scale_100pct_ratio_50pct,100,50,last,2,19.2,17.8,17.9
scale_100pct_ratio_50pct,100,50,last,0,19.0,17.5,17.6
scale_100pct_ratio_60pct,100,60,best,50,11.7,76.6,95.5
scale_100pct_ratio_60pct,100,60,best,45,11.5,76.8,95.3
scale_100pct_ratio_60pct,100,60,best,40,11.1,77.1,94.9
scale_100pct_ratio_60pct,100,60,best,30,9.3,78.4,92.4
scale_100pct_ratio_60pct,100,60,best,25,8.1,78.4,89.1
scale_100pct_ratio_60pct,100,60,best,20,7.5,76.5,83.7
scale_100pct_ratio_60pct,100,60,best,15,7.9,71.5,75.3
scale_100pct_ratio_60pct,100,60,best,10,9.4,62.5,64.1
scale_100pct_ratio_60pct,100,60,best,8,10.5,57.9,58.9
scale_100pct_ratio_60pct,100,60,best,6,11.6,52.9,53.5
scale_100pct_ratio_60pct,100,60,best,4,12.9,47.8,48.0
scale_100pct_ratio_60pct,100,60,best,2,14.1,43.1,43.3
scale_100pct_ratio_60pct,100,60,best,0,15.1,39.2,39.4
scale_100pct_ratio_60pct,100,60,last,50,94.1,0.2,99.0
scale_100pct_ratio_60pct,100,60,last,45,84.6,0.7,95.7
scale_100pct_ratio_60pct,100,60,last,40,69.3,1.7,88.5
scale_100pct_ratio_60pct,100,60,last,30,38.0,7.8,61.2
scale_100pct_ratio_60pct,100,60,last,25,28.5,13.3,47.3
scale_100pct_ratio_60pct,100,60,last,20,23.1,18.8,36.9
scale_100pct_ratio_60pct,100,60,last,15,20.4,22.4,30.1
scale_100pct_ratio_60pct,100,60,last,10,19.5,22.6,25.1
scale_100pct_ratio_60pct,100,60,last,8,19.6,21.7,23.4
scale_100pct_ratio_60pct,100,60,last,6,19.7,20.6,21.6
scale_100pct_ratio_60pct,100,60,last,4,20.0,19.6,19.8
scale_100pct_ratio_60pct,100,60,last,2,20.1,19.0,19.1
scale_100pct_ratio_60pct,100,60,last,0,20.2,18.4,18.7
scale_100pct_ratio_70pct,100,70,best,50,31.0,37.9,89.2
scale_100pct_ratio_70pct,100,70,best,45,29.5,39.0,87.4
scale_100pct_ratio_70pct,100,70,best,40,26.8,40.7,83.9
scale_100pct_ratio_70pct,100,70,best,30,20.0,44.9,71.2
scale_100pct_ratio_70pct,100,70,best,25,17.3,46.3,63.9
scale_100pct_ratio_70pct,100,70,best,20,15.5,46.6,57.2
scale_100pct_ratio_70pct,100,70,best,15,14.6,45.4,50.5
scale_100pct_ratio_70pct,100,70,best,10,14.8,42.0,44.2
scale_100pct_ratio_70pct,100,70,best,8,14.9,39.8,41.0
scale_100pct_ratio_70pct,100,70,best,6,15.5,36.3,37.2
scale_100pct_ratio_70pct,100,70,best,4,15.7,31.1,31.7
scale_100pct_ratio_70pct,100,70,best,2,15.6,24.3,24.5
scale_100pct_ratio_70pct,100,70,best,0,14.0,15.4,15.4
scale_100pct_ratio_70pct,100,70,last,50,91.8,1.0,95.5
scale_100pct_ratio_70pct,100,70,last,45,77.9,2.9,86.1
scale_100pct_ratio_70pct,100,70,last,40,59.5,6.3,71.4
scale_100pct_ratio_70pct,100,70,last,30,32.8,14.2,43.2
scale_100pct_ratio_70pct,100,70,last,25,26.4,17.2,34.2
scale_100pct_ratio_70pct,100,70,last,20,22.9,19.0,28.0
scale_100pct_ratio_70pct,100,70,last,15,21.2,20.0,24.1
scale_100pct_ratio_70pct,100,70,last,10,20.4,20.1,21.7
scale_100pct_ratio_70pct,100,70,last,8,19.9,20.0,20.7
scale_100pct_ratio_70pct,100,70,last,6,19.7,19.1,19.8
scale_100pct_ratio_70pct,100,70,last,4,19.4,17.8,18.3
scale_100pct_ratio_70pct,100,70,last,2,18.4,15.3,15.4
scale_100pct_ratio_70pct,100,70,last,0,16.3,11.3,11.2
scale_100pct_ratio_80pct,100,80,best,50,29.1,15.6,25.2
scale_100pct_ratio_80pct,100,80,best,45,28.7,15.8,24.9
scale_100pct_ratio_80pct,100,80,best,40,27.9,15.9,24.2
scale_100pct_ratio_80pct,100,80,best,30,25.6,15.1,20.1
scale_100pct_ratio_80pct,100,80,best,25,24.5,14.3,17.8
scale_100pct_ratio_80pct,100,80,best,20,23.6,13.1,15.1
scale_100pct_ratio_80pct,100,80,best,15,22.6,13.2,14.1
scale_100pct_ratio_80pct,100,80,best,10,21.6,13.9,14.3
scale_100pct_ratio_80pct,100,80,best,8,20.8,14.2,14.5
scale_100pct_ratio_80pct,100,80,best,6,19.6,14.4,14.8
scale_100pct_ratio_80pct,100,80,best,4,16.9,13.7,14.2
scale_100pct_ratio_80pct,100,80,best,2,12.0,11.2,11.5
scale_100pct_ratio_80pct,100,80,best,0,6.4,6.9,7.0
scale_100pct_ratio_80pct,100,80,last,50,91.9,1.9,91.6
scale_100pct_ratio_80pct,100,80,last,45,79.1,5.0,78.4
scale_100pct_ratio_80pct,100,80,last,40,61.8,9.3,61.1
scale_100pct_ratio_80pct,100,80,last,30,34.4,16.3,34.6
scale_100pct_ratio_80pct,100,80,last,25,27.7,18.0,27.8
scale_100pct_ratio_80pct,100,80,last,20,24.2,18.3,23.0
scale_100pct_ratio_80pct,100,80,last,15,22.0,17.8,19.8
scale_100pct_ratio_80pct,100,80,last,10,21.1,16.5,17.0
scale_100pct_ratio_80pct,100,80,last,8,20.6,15.9,16.3
scale_100pct_ratio_80pct,100,80,last,6,19.3,14.9,15.2
scale_100pct_ratio_80pct,100,80,last,4,16.6,13.2,13.4
scale_100pct_ratio_80pct,100,80,last,2,12.0,10.1,10.0
scale_100pct_ratio_80pct,100,80,last,0,6.8,6.3,6.3
scale_100pct_ratio_90pct,100,90,best,50,20.6,6.7,6.6
scale_100pct_ratio_90pct,100,90,best,45,20.4,7.2,7.0
scale_100pct_ratio_90pct,100,90,best,40,20.3,7.6,7.5
scale_100pct_ratio_90pct,100,90,best,30,19.9,7.1,7.1
scale_100pct_ratio_90pct,100,90,best,25,19.5,7.1,6.9
scale_100pct_ratio_90pct,100,90,best,20,19.1,6.9,6.6
scale_100pct_ratio_90pct,100,90,best,15,19.0,7.0,7.0
scale_100pct_ratio_90pct,100,90,best,10,19.2,8.6,8.3
scale_100pct_ratio_90pct,100,90,best,8,19.2,9.2,9.1
scale_100pct_ratio_90pct,100,90,best,6,19.0,9.8,9.7
scale_100pct_ratio_90pct,100,90,best,4,18.8,10.3,9.9
scale_100pct_ratio_90pct,100,90,best,2,18.7,10.6,10.2
scale_100pct_ratio_90pct,100,90,best,0,18.3,10.6,10.6
scale_100pct_ratio_90pct,100,90,last,50,97.0,0.2,95.5
scale_100pct_ratio_90pct,100,90,last,45,89.2,0.7,83.2
scale_100pct_ratio_90pct,100,90,last,40,74.9,1.7,62.1
scale_100pct_ratio_90pct,100,90,last,30,43.5,3.4,21.5
scale_100pct_ratio_90pct,100,90,last,25,34.1,3.8,11.7
scale_100pct_ratio_90pct,100,90,last,20,28.3,4.2,7.8
scale_100pct_ratio_90pct,100,90,last,15,25.2,4.7,5.9
scale_100pct_ratio_90pct,100,90,last,10,23.8,5.8,6.4
scale_100pct_ratio_90pct,100,90,last,8,23.4,6.5,6.9
scale_100pct_ratio_90pct,100,90,last,6,23.2,7.2,7.4
scale_100pct_ratio_90pct,100,90,last,4,22.9,7.9,8.2
scale_100pct_ratio_90pct,100,90,last,2,22.8,8.5,8.4
scale_100pct_ratio_90pct,100,90,last,0,22.8,8.8,9.0
